ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64240,0,0,0,96,0,2,,,,,,0.335635000,0.000106000,0.000000000,0.000000000,55548
1,0,,,,64,6,64240,0,0,0,97,0,2,,,,,,0.335658000,0.000023000,0.000000000,0.000000000,51664
1,0,,,,64,6,64240,0,0,0,98,0,2,,,,,,0.335674000,0.000016000,0.000000000,0.000000000,40476
1,0,,,,64,6,64240,0,0,0,99,0,2,,,,,,0.335692000,0.000018000,0.000000000,0.000000000,39860
1,0,,,,64,6,64240,0,0,0,100,0,2,,,,,,0.335710000,0.000018000,0.000000000,0.000000000,54574
1,0,,,,64,6,64240,0,0,0,101,0,2,,,,,,0.335728000,0.000018000,0.000000000,0.000000000,40130
1,0,,,,64,6,64240,0,0,0,102,0,2,,,,,,0.335746000,0.000018000,0.000000000,0.000000000,43230
1,0,,,,64,6,64240,0,0,0,103,0,2,,,,,,0.335769000,0.000023000,0.000000000,0.000000000,53248
1,0,,,,64,6,64240,0,0,0,104,0,2,,,,,,0.335789000,0.000020000,0.000000000,0.000000000,37116
1,0,,,,64,6,64240,0,0,0,105,0,2,,,,,,0.335808000,0.000019000,0.000000000,0.000000000,48388
1,0,,,,64,6,64240,0,0,0,106,0,2,,,,,,0.335832000,0.000024000,0.000000000,0.000000000,34838
1,0,,,,64,6,64240,0,0,0,107,0,2,,,,,,0.335851000,0.000019000,0.000000000,0.000000000,60084
1,0,,,,64,6,64240,0,0,0,108,0,2,,,,,,0.335870000,0.000019000,0.000000000,0.000000000,52478
1,0,,,,64,6,64240,0,0,0,109,0,2,,,,,,0.335889000,0.000019000,0.000000000,0.000000000,42010
1,0,,,,127,6,0,1,1,0,51,0,20,0.080290000,,,,,0.336414000,0.000525000,0.080290000,0.080290000,2065
1,0,,,,127,6,0,1,1,0,52,0,20,0.080297000,,,,,0.336433000,0.000019000,0.080297000,0.080297000,35500
1,0,,,,127,6,0,1,1,0,54,0,20,0.080282000,,,,,0.336446000,0.000013000,0.080282000,0.080282000,2105
1,0,,,,127,6,0,1,1,0,56,0,20,0.080215000,,,,,0.336459000,0.000013000,0.080215000,0.080215000,3300
1,0,,,,127,6,0,1,1,0,53,0,20,0.080323000,,,,,0.336472000,0.000013000,0.080323000,0.080323000,5633
1,0,,,,127,6,0,1,1,0,55,0,20,0.080311000,,,,,0.336485000,0.000013000,0.080311000,0.080311000,3517
1,0,,,,127,6,0,1,1,0,57,0,20,0.080242000,,,,,0.336498000,0.000013000,0.080242000,0.080242000,8085
1,0,,,,127,6,0,1,1,0,58,0,20,0.080241000,,,,,0.336511000,0.000013000,0.080241000,0.080241000,1080
